"Grupo Estadistico2 (ALAMBRON, NEGROS ANTAAC), Direccion (VENTAS MEXICO) Periodo(Mes: Ene 2001/Ene 2021)",,,,,
Ene 2021 Grupo Estadistico3,Grupo Estadistico2,Est Toneladas Netas,Mes Año,Est Precio Destino MN/Ton,Est Precio ExWorks MN/Ton
CASTILLO HOJAS,NEGROS ANTAAC,"10,123.41",feb-11,"11,195.33","10,970.65"
CLAVO 2-5,NEGROS ANTAAC,"1,687.44",feb-11,"12,324.82","12,324.82"
ESCALERILLA,NEGROS ANTAAC,35.94,feb-11,"19,241.00","19,241.00"
ESTRIBOS,NEGROS ANTAAC,223.7,feb-11,"10,713.77","10,713.77"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,761.24",feb-11,"10,608.36","10,312.82"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,671.61",feb-11,"11,822.91","11,486.71"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,186.22,feb-11,"11,295.26","11,295.26"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,860.12,feb-11,"10,770.22","10,770.22"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,901.81",feb-10,"9,379.31","9,379.31"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,996.51",feb-10,"8,586.83","8,371.47"
ALAMBRON EXCEDENTES,ALAMBRON,"1,566.52",feb-10,"7,150.58","7,020.87"
ALAMBRON TREFILADO,ALAMBRON,"6,211.80",feb-10,"8,419.63","8,321.00"
ALAMBRONES ESPECIALES,ALAMBRON,"1,918.10",feb-10,"8,393.88","8,303.69"
ARMADURA,NEGROS ANTAAC,762.35,feb-10,"11,315.85","11,315.85"
CASTILLO DOB.,NEGROS ANTAAC,574.27,feb-10,"10,162.77","9,601.94"
CASTILLO HOJAS,NEGROS ANTAAC,"9,553.16",feb-10,"8,944.05","8,698.91"
CLAVO 2-5,NEGROS ANTAAC,"1,719.97",feb-10,"10,895.71","10,895.71"
ESCALERILLA,NEGROS ANTAAC,35.61,feb-10,"17,930.57","17,930.57"
ESTRIBOS,NEGROS ANTAAC,226.83,feb-10,"9,185.01","9,185.01"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,142.66",feb-10,"8,998.01","8,639.69"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,656.02",feb-10,"10,048.39","9,744.12"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,96.49,feb-10,"9,759.89","9,759.89"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,583.83,feb-10,"9,307.33","9,307.33"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,205.34",feb-09,"9,511.44","9,511.44"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,620.95",feb-09,"8,012.55","7,803.22"
ALAMBRON EXCEDENTES,ALAMBRON,"1,863.75",feb-09,"6,849.02","6,739.26"
ALAMBRON TREFILADO,ALAMBRON,"5,942.14",feb-09,"9,112.65","9,012.33"
ALAMBRONES ESPECIALES,ALAMBRON,"1,869.71",feb-09,"9,726.58","9,634.47"
ARMADURA,NEGROS ANTAAC,367.01,feb-09,"12,258.52","12,258.52"
CASTILLO DOB.,NEGROS ANTAAC,"1,082.53",feb-09,"10,037.61","9,345.30"
CASTILLO HOJAS,NEGROS ANTAAC,"11,237.56",feb-09,"8,643.94","8,391.77"
CLAVO 2-5,NEGROS ANTAAC,"2,190.06",feb-09,"11,227.97","11,227.97"
ESCALERILLA,NEGROS ANTAAC,22.24,feb-09,"19,446.79","19,446.79"
ESTRIBOS,NEGROS ANTAAC,329.63,feb-09,"8,961.11","8,961.11"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,154.25",feb-09,"9,172.63","8,892.71"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,762.80",feb-09,"9,404.50","9,090.55"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,271.81,feb-09,"10,711.34","10,711.34"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,018.43",feb-09,"9,654.06","9,654.06"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,889.48",feb-08,"10,997.32","10,997.32"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,378.33",feb-08,"9,273.89","9,047.03"
ALAMBRON EXCEDENTES,ALAMBRON,"2,021.41",feb-08,"8,231.74","8,090.00"
ALAMBRON TREFILADO,ALAMBRON,"7,036.92",feb-08,"8,047.07","7,934.65"
ALAMBRONES ESPECIALES,ALAMBRON,"1,117.33",feb-08,"8,310.85","8,202.74"
ARMADURA,NEGROS ANTAAC,"1,292.88",feb-08,"13,660.97","13,660.97"
CASTILLO DOB.,NEGROS ANTAAC,644,feb-08,"13,272.98","12,601.72"
CASTILLO HOJAS,NEGROS ANTAAC,"10,879.68",feb-08,"11,891.91","11,589.64"
CLAVO 2-5,NEGROS ANTAAC,"2,062.70",feb-08,"12,476.99","12,476.99"
ESCALERILLA,NEGROS ANTAAC,43.1,feb-08,"19,890.09","19,890.09"
ESTRIBOS,NEGROS ANTAAC,369.49,feb-08,"9,760.10","9,760.10"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,793.83",feb-08,"11,660.30","11,335.66"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,953.34",feb-08,"12,089.83","11,730.00"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,326.46,feb-08,"11,659.12","11,659.12"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,038.44",feb-08,"10,417.41","10,417.41"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,934.37",feb-07,"7,846.51","7,846.51"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,319.49",feb-07,"6,648.38","6,395.28"
ALAMBRON EXCEDENTES,ALAMBRON,"2,400.07",feb-07,"5,456.88","5,328.19"
ALAMBRON TREFILADO,ALAMBRON,"3,361.57",feb-07,"6,194.34","6,062.27"
ALAMBRONES ESPECIALES,ALAMBRON,668.46,feb-07,"6,721.26","6,570.67"
ARMADURA,NEGROS ANTAAC,997.34,feb-07,"10,371.60","10,371.60"
CASTILLO DOB.,NEGROS ANTAAC,964.11,feb-07,"8,736.44","8,101.50"
CASTILLO HOJAS,NEGROS ANTAAC,"13,664.20",feb-07,"7,200.05","6,908.34"
CLAVO 2-5,NEGROS ANTAAC,"2,669.86",feb-07,"9,592.18","9,592.18"
ESCALERILLA,NEGROS ANTAAC,43.5,feb-07,"14,401.30","14,401.30"
ESTRIBOS,NEGROS ANTAAC,370.92,feb-07,"7,445.55","7,445.55"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,942.07",feb-07,"7,833.37","7,480.56"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,291.16",feb-07,"8,577.28","8,142.90"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,202.91,feb-07,"9,462.54","9,462.54"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,121.68",feb-07,"7,964.57","7,964.57"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,480.53",feb-06,"7,254.65","7,254.65"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,814.37",feb-06,"5,980.23","5,771.22"
ALAMBRON EXCEDENTES,ALAMBRON,"2,363.40",feb-06,"4,795.21","4,635.42"
ALAMBRON TREFILADO,ALAMBRON,"3,408.19",feb-06,"5,826.48","5,703.74"
ALAMBRONES ESPECIALES,ALAMBRON,"1,459.49",feb-06,"6,404.43","6,255.19"
ARMADURA,NEGROS ANTAAC,966.42,feb-06,"9,200.11","9,200.11"
CASTILLO DOB.,NEGROS ANTAAC,855.28,feb-06,"8,238.90","7,599.16"
CASTILLO HOJAS,NEGROS ANTAAC,"13,182.78",feb-06,"7,055.24","6,790.97"
CLAVO 2-5,NEGROS ANTAAC,"3,219.80",feb-06,"8,743.58","8,743.58"
ESCALERILLA,NEGROS ANTAAC,52.28,feb-06,"13,893.54","13,893.54"
ESTRIBOS,NEGROS ANTAAC,409.45,feb-06,"6,731.83","6,731.83"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,164.36",feb-06,"7,601.01","7,224.45"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,394.14",feb-06,"8,417.32","7,983.05"
REMESH,NEGROS ANTAAC,16.74,feb-06,"8,603.18","8,425.84"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,264.93,feb-06,"7,868.46","7,868.46"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,741.36,feb-06,"6,564.57","6,564.57"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,837.89",feb-05,"8,363.47","8,363.47"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,685.04",feb-05,"7,185.44","6,980.48"
ALAMBRON EXCEDENTES,ALAMBRON,"1,337.21",feb-05,"6,291.60","6,143.36"
ALAMBRON TREFILADO,ALAMBRON,"5,767.49",feb-05,"7,034.32","6,943.64"
ALAMBRONES ESPECIALES,ALAMBRON,"1,565.47",feb-05,"7,180.96","7,001.30"
ARMADURA,NEGROS ANTAAC,864.79,feb-05,"10,251.11","10,251.11"
CASTILLO DOB.,NEGROS ANTAAC,"1,083.86",feb-05,"9,617.65","8,967.10"
CASTILLO HOJAS,NEGROS ANTAAC,"12,424.68",feb-05,"8,122.13","7,922.84"
CLAVO 2-5,NEGROS ANTAAC,"2,604.51",feb-05,"9,205.81","9,205.81"
ESCALERILLA,NEGROS ANTAAC,60.01,feb-05,"14,199.24","14,199.24"
ESTRIBOS,NEGROS ANTAAC,231.12,feb-05,"8,347.51","8,347.51"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,808.93",feb-05,"8,117.92","7,762.08"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,763.51",feb-05,"9,300.52","8,917.87"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,102.38,feb-05,"9,119.81","9,119.81"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,756.11,feb-05,"7,762.49","7,762.49"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,778.45",feb-04,"6,577.95","6,577.95"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,271.30",feb-04,"5,616.95","5,446.24"
ALAMBRON EXCEDENTES,ALAMBRON,"1,654.49",feb-04,"4,496.99","4,356.68"
ALAMBRON TREFILADO,ALAMBRON,"4,607.32",feb-04,"5,151.64","5,053.14"
ALAMBRONES ESPECIALES,ALAMBRON,"1,789.02",feb-04,"4,626.04","4,454.84"
ARMADURA,NEGROS ANTAAC,645.52,feb-04,"9,056.14","9,056.14"
CASTILLO DOB.,NEGROS ANTAAC,879.43,feb-04,"8,013.50","7,758.48"
CASTILLO HOJAS,NEGROS ANTAAC,"9,358.53",feb-04,"7,240.02","7,227.67"
CLAVO 2-5,NEGROS ANTAAC,"2,875.99",feb-04,"7,534.34","7,534.34"
ESCALERILLA,NEGROS ANTAAC,39.78,feb-04,"12,692.57","12,692.57"
ESTRIBOS,NEGROS ANTAAC,159.91,feb-04,"6,155.18","6,155.18"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,899.69",feb-04,"7,082.30","6,723.74"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,244.01",feb-04,"8,006.20","7,646.91"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,98.97,feb-04,"6,719.79","6,719.79"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,461.52,feb-04,"5,980.14","5,980.14"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,414.09",feb-03,"4,763.41","4,763.41"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,943.29",feb-03,"3,750.73","3,575.25"
ALAMBRON EXCEDENTES,ALAMBRON,"1,169.13",feb-03,"3,189.16","3,063.66"
ALAMBRON TREFILADO,ALAMBRON,"5,070.70",feb-03,"3,575.33","3,461.77"
ALAMBRONES ESPECIALES,ALAMBRON,"2,718.86",feb-03,"3,372.46","3,225.33"
ARMADURA,NEGROS ANTAAC,499.36,feb-03,"7,032.53","7,032.53"
CASTILLO DOB.,NEGROS ANTAAC,727.89,feb-03,"5,369.90","4,855.78"
CASTILLO HOJAS,NEGROS ANTAAC,"7,781.43",feb-03,"5,195.95","4,921.99"
CLAVO 2-5,NEGROS ANTAAC,"3,141.85",feb-03,"5,293.01","5,293.01"
ESCALERILLA,NEGROS ANTAAC,21.41,feb-03,"9,298.74","9,298.74"
ESTRIBOS,NEGROS ANTAAC,233.03,feb-03,"4,629.36","4,629.36"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,016.60",feb-03,"5,067.85","4,708.98"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,292.18",feb-03,"5,587.12","5,215.88"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,42.63,feb-03,"5,104.24","5,104.24"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,434.23,feb-03,"4,640.65","4,640.65"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,513.20",feb-02,"3,947.73","3,947.73"
ALAMBRON CONSTRUCCION,ALAMBRON,"8,309.17",feb-02,"2,907.41","2,907.41"
ALAMBRON EXCEDENTES,ALAMBRON,"1,947.32",feb-02,"2,489.77","2,489.77"
ALAMBRON TREFILADO,ALAMBRON,"7,508.47",feb-02,"2,885.54","2,885.54"
ALAMBRONES ESPECIALES,ALAMBRON,"1,716.89",feb-02,"2,936.92","2,936.92"
ARMADURA,NEGROS ANTAAC,412.11,feb-02,"6,446.55","6,446.55"
CASTILLO DOB.,NEGROS ANTAAC,843.79,feb-02,"3,818.77","3,818.77"
CASTILLO HOJAS,NEGROS ANTAAC,"6,333.25",feb-02,"3,803.59","3,803.59"
CLAVO 2-5,NEGROS ANTAAC,"2,810.95",feb-02,"4,208.88","4,208.88"
ESCALERILLA,NEGROS ANTAAC,11.98,feb-02,"7,167.45","7,167.45"
ESTRIBOS,NEGROS ANTAAC,245.25,feb-02,"3,878.93","3,878.93"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,433.69",feb-02,"3,493.81","3,493.81"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,297.82",feb-02,"3,926.91","3,926.91"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,64.12,feb-02,"4,429.57","4,429.57"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,372.49,feb-02,"3,963.02","3,963.02"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,157.35",feb-01,"4,003.03","4,003.03"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,483.20",feb-01,"3,075.25","3,075.25"
ALAMBRON EXCEDENTES,ALAMBRON,"1,309.39",feb-01,"2,606.06","2,606.06"
ALAMBRON TREFILADO,ALAMBRON,"3,436.45",feb-01,"3,013.98","3,013.98"
ALAMBRONES ESPECIALES,ALAMBRON,"1,128.58",feb-01,"3,197.94","3,197.94"
ARMADURA,NEGROS ANTAAC,324.55,feb-01,"7,055.58","7,055.58"
CASTILLO DOB.,NEGROS ANTAAC,666.26,feb-01,"5,078.43","5,078.43"
CASTILLO HOJAS,NEGROS ANTAAC,"7,321.97",feb-01,"4,222.45","4,222.45"
CLAVO 2-5,NEGROS ANTAAC,"2,437.95",feb-01,"4,481.99","4,481.99"
ESCALERILLA,NEGROS ANTAAC,24.88,feb-01,"7,281.85","7,281.85"
ESTRIBOS,NEGROS ANTAAC,141.64,feb-01,"4,393.68","4,393.68"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,782.40",feb-01,"4,109.10","4,109.10"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,899.11",feb-01,"4,734.79","4,734.79"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,47.3,feb-01,"5,059.37","5,059.37"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,159.03,feb-01,"4,327.27","4,327.27"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,386.74",ene-21,"19,600.15","18,681.25"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,213.21",ene-21,"16,435.63","15,305.65"
ALAMBRON ENDEREZADO,NEGROS ANTAAC,2.97,ene-21,"19,291.35","18,243.26"
ALAMBRON EXCEDENTES,ALAMBRON,30.72,ene-21,"16,000.00","14,900.00"
ALAMBRON TREFILADO,ALAMBRON,"12,065.59",ene-21,"15,569.45","14,721.53"
ALAMBRONES ESPECIALES,ALAMBRON,"1,935.67",ene-21,"15,686.98","15,274.48"
ARMADURA,NEGROS ANTAAC,439.8,ene-21,"24,927.73","23,825.32"
CASTILLO DOB.,NEGROS ANTAAC,270.59,ene-21,"23,914.59","22,435.15"
CASTILLO HOJAS,NEGROS ANTAAC,"6,167.28",ene-21,"21,964.86","21,037.10"
CLAVO 2-5,NEGROS ANTAAC,"1,119.76",ene-21,"21,679.56","20,287.14"
ESCALERILLA,NEGROS ANTAAC,22.89,ene-21,"24,076.56","22,658.09"
ESTRIBOS,NEGROS ANTAAC,835.66,ene-21,"17,604.77","16,547.14"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,020.40",ene-21,"21,509.16","20,484.96"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,451.26",ene-21,"23,325.30","22,284.64"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,25.71,ene-21,"19,812.30","18,578.68"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,296.03,ene-21,"20,278.74","19,527.49"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,334.37",ene-20,"13,451.25","12,646.87"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,940.56",ene-20,"11,097.85","9,903.57"
ALAMBRON EXCEDENTES,ALAMBRON,32.18,ene-20,"10,367.63","9,350.00"
ALAMBRON TREFILADO,ALAMBRON,"7,855.24",ene-20,"10,769.54","10,002.47"
ALAMBRONES ESPECIALES,ALAMBRON,"1,545.96",ene-20,"11,814.97","10,926.70"
ARMADURA,NEGROS ANTAAC,503.32,ene-20,"16,094.27","15,167.99"
CASTILLO DOB.,NEGROS ANTAAC,422.81,ene-20,"15,184.28","13,755.51"
CASTILLO HOJAS,NEGROS ANTAAC,"6,420.27",ene-20,"12,794.10","12,055.65"
CLAVO 2-5,NEGROS ANTAAC,"1,995.65",ene-20,"14,896.41","13,648.99"
ESCALERILLA,NEGROS ANTAAC,27.82,ene-20,"22,883.38","21,687.81"
ESTRIBOS,NEGROS ANTAAC,"1,008.24",ene-20,"12,101.65","11,262.64"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,880.39,ene-20,"12,855.37","12,061.64"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,391.12",ene-20,"13,986.64","13,061.53"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,4.79,ene-20,"15,011.91","12,921.15"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,210.1,ene-20,"13,876.81","13,044.21"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,397.09",ene-19,"16,406.49","15,674.17"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,819.29",ene-19,"14,014.87","12,911.42"
ALAMBRON TREFILADO,ALAMBRON,"6,297.09",ene-19,"13,816.91","13,174.51"
ALAMBRONES ESPECIALES,ALAMBRON,"1,012.52",ene-19,"14,964.55","14,680.06"
ARMADURA,NEGROS ANTAAC,488.85,ene-19,"17,640.97","16,828.61"
CASTILLO DOB.,NEGROS ANTAAC,790.63,ene-19,"16,892.11","15,424.34"
CASTILLO HOJAS,NEGROS ANTAAC,"7,018.54",ene-19,"15,394.91","14,838.30"
CLAVO 2-5,NEGROS ANTAAC,"1,686.07",ene-19,"17,686.94","16,569.91"
ESCALERILLA,NEGROS ANTAAC,44.16,ene-19,"22,663.48","21,628.83"
ESTRIBOS,NEGROS ANTAAC,"1,095.50",ene-19,"14,942.64","14,147.38"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,084.08",ene-19,"16,868.64","16,120.57"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,587.37",ene-19,"17,406.81","16,577.25"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,17.14,ene-19,"16,317.75","15,780.63"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,247.69,ene-19,"16,545.24","16,108.51"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,927.24",ene-18,"14,272.92","13,535.91"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,061.88",ene-18,"11,459.32","10,405.57"
ALAMBRON TREFILADO,ALAMBRON,"7,495.20",ene-18,"11,926.96","11,549.73"
ALAMBRONES ESPECIALES,ALAMBRON,647.6,ene-18,"13,780.79","13,765.40"
ARMADURA,NEGROS ANTAAC,441.94,ene-18,"17,116.62","16,137.32"
CASTILLO DOB.,NEGROS ANTAAC,560.86,ene-18,"15,328.64","13,728.13"
CASTILLO HOJAS,NEGROS ANTAAC,"4,754.65",ene-18,"13,801.99","13,206.78"
CLAVO 2-5,NEGROS ANTAAC,"1,415.36",ene-18,"15,904.32","14,848.79"
ESCALERILLA,NEGROS ANTAAC,72.34,ene-18,"19,647.06","18,567.99"
ESTRIBOS,NEGROS ANTAAC,"1,041.48",ene-18,"12,777.35","11,901.10"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,058.78",ene-18,"14,135.01","13,504.18"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,985.69",ene-18,"16,024.91","15,159.55"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,10.99,ene-18,"13,932.89","12,621.03"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,211.89,ene-18,"13,597.28","13,137.34"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,695.52",ene-17,"14,184.37","13,543.07"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,384.34",ene-17,"11,036.73","10,810.94"
ALAMBRON TREFILADO,ALAMBRON,"9,525.97",ene-17,"10,917.72","10,808.22"
ALAMBRONES ESPECIALES,ALAMBRON,943.54,ene-17,"13,043.33","12,935.50"
ARMADURA,NEGROS ANTAAC,440.3,ene-17,"16,502.21","15,737.52"
CASTILLO DOB.,NEGROS ANTAAC,961.39,ene-17,"14,592.77","13,907.52"
CASTILLO HOJAS,NEGROS ANTAAC,"7,960.18",ene-17,"13,543.17","13,273.09"
CLAVO 2-5,NEGROS ANTAAC,"2,031.03",ene-17,"15,541.47","14,531.31"
ESCALERILLA,NEGROS ANTAAC,71.16,ene-17,"19,668.86","18,666.29"
ESTRIBOS,NEGROS ANTAAC,807.46,ene-17,"12,130.63","11,273.17"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,947.70",ene-17,"14,231.13","13,931.93"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,922.74",ene-17,"15,208.58","14,881.30"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,15.11,ene-17,"16,190.34","15,772.18"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,420.73,ene-17,"13,351.56","12,940.21"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,481.73",ene-16,"10,185.91","9,636.35"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,628.51",ene-16,"8,734.68","8,476.06"
ALAMBRON TREFILADO,ALAMBRON,"10,500.34",ene-16,"8,731.96","8,643.44"
ALAMBRONES ESPECIALES,ALAMBRON,970.48,ene-16,"9,454.10","9,301.31"
ARMADURA,NEGROS ANTAAC,629.77,ene-16,"11,381.50","10,888.78"
CASTILLO DOB.,NEGROS ANTAAC,"1,087.51",ene-16,"10,462.94","9,841.21"
CASTILLO HOJAS,NEGROS ANTAAC,"8,121.70",ene-16,"9,665.16","9,381.23"
CLAVO 2-5,NEGROS ANTAAC,"1,848.01",ene-16,"11,540.54","10,584.47"
ESCALERILLA,NEGROS ANTAAC,43.99,ene-16,"17,387.94","16,465.12"
ESTRIBOS,NEGROS ANTAAC,541.11,ene-16,"9,741.40","8,984.67"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,394.03",ene-16,"10,086.00","9,785.20"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,392.53",ene-16,"10,759.19","10,432.84"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,48.8,ene-16,"10,532.48","10,249.78"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,482.81,ene-16,"10,126.43","9,770.05"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,395.42",ene-15,"9,728.67","9,100.18"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,845.92",ene-15,"8,657.90","8,418.73"
ALAMBRON TREFILADO,ALAMBRON,"8,105.62",ene-15,"9,307.12","9,190.75"
ALAMBRONES ESPECIALES,ALAMBRON,734.96,ene-15,"10,647.77","10,520.00"
ARMADURA,NEGROS ANTAAC,677.44,ene-15,"11,306.32","10,913.10"
CASTILLO DOB.,NEGROS ANTAAC,"1,202.22",ene-15,"9,773.07","9,183.28"
CASTILLO HOJAS,NEGROS ANTAAC,"9,918.54",ene-15,"8,723.13","8,463.38"
CLAVO 2-5,NEGROS ANTAAC,"1,812.10",ene-15,"11,255.46","10,372.07"
ESCALERILLA,NEGROS ANTAAC,37,ene-15,"18,359.11","17,658.17"
ESTRIBOS,NEGROS ANTAAC,550.92,ene-15,"9,441.53","8,818.55"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,334.28",ene-15,"9,380.34","9,086.18"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,813.35",ene-15,"10,084.08","9,769.78"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,80.89,ene-15,"10,095.52","9,849.99"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,550.29,ene-15,"10,092.63","9,682.04"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,216.80",ene-14,"9,461.74","9,461.74"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,532.95",ene-14,"8,624.36","8,412.92"
ALAMBRON TREFILADO,ALAMBRON,"5,347.70",ene-14,"8,424.99","8,125.51"
ALAMBRONES ESPECIALES,ALAMBRON,758.56,ene-14,"10,638.62","9,397.93"
ARMADURA,NEGROS ANTAAC,617.35,ene-14,"11,089.25","11,089.25"
CASTILLO DOB.,NEGROS ANTAAC,"1,122.06",ene-14,"9,610.76","9,072.55"
CASTILLO HOJAS,NEGROS ANTAAC,"9,063.31",ene-14,"8,459.23","8,253.62"
CLAVO 2-5,NEGROS ANTAAC,"1,646.56",ene-14,"11,197.45","11,197.45"
ESCALERILLA,NEGROS ANTAAC,36.55,ene-14,"16,465.02","16,465.02"
ESTRIBOS,NEGROS ANTAAC,494.47,ene-14,"9,251.32","9,251.32"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,593.64",ene-14,"9,277.66","9,005.87"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,613.98",ene-14,"9,953.30","9,651.19"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,41.54,ene-14,"10,506.55","10,506.55"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,472.44,ene-14,"9,790.85","9,790.85"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,384.62",ene-13,"10,695.86","10,695.86"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,399.31",ene-13,"9,785.90","9,575.83"
ALAMBRON OTROS,ALAMBRON,0.11,ene-13,"10,500.00","10,500.00"
ALAMBRON TREFILADO,ALAMBRON,"9,711.44",ene-13,"9,917.87","9,020.20"
ALAMBRONES ESPECIALES,ALAMBRON,"1,087.00",ene-13,"11,061.65","9,354.47"
